k_on,k_off,replicate,eq_time
0.1,0.31622776601683794,30,50.0
0.1,0.31622776601683794,31,50.0
0.1,0.31622776601683794,32,50.0
0.1,0.31622776601683794,33,50.0
0.1,0.31622776601683794,34,50.0
0.1,0.31622776601683794,35,50.0
0.1,0.31622776601683794,36,50.0
0.1,0.31622776601683794,37,50.0
0.1,0.31622776601683794,38,50.0
0.1,0.31622776601683794,39,50.0
0.1,0.31622776601683794,40,50.0
0.1,0.31622776601683794,41,50.0
0.1,0.31622776601683794,42,50.0
0.1,0.31622776601683794,43,50.0
0.1,0.31622776601683794,44,50.0
0.1,0.31622776601683794,45,50.0
0.1,0.31622776601683794,46,50.0
0.1,0.31622776601683794,47,50.0
0.1,0.31622776601683794,48,50.0
0.1,0.31622776601683794,49,50.0
0.1,0.31622776601683794,50,50.0
0.1,0.31622776601683794,51,50.0
0.1,0.31622776601683794,52,50.0
0.1,0.31622776601683794,53,50.0
0.1,0.31622776601683794,54,50.0
0.1,0.31622776601683794,55,50.0
0.1,0.31622776601683794,56,50.0
0.1,0.31622776601683794,57,50.0
0.1,0.31622776601683794,58,50.0
0.1,0.31622776601683794,59,50.0
0.1,0.31622776601683794,60,50.0
0.1,0.31622776601683794,61,50.0
0.1,0.31622776601683794,62,50.0
0.1,0.31622776601683794,63,50.0
0.1,0.31622776601683794,64,50.0
0.1,0.31622776601683794,65,50.0
0.1,0.31622776601683794,66,50.0
0.1,0.31622776601683794,67,50.0
0.1,0.31622776601683794,68,50.0
0.1,0.31622776601683794,69,50.0
0.1,0.31622776601683794,70,50.0
0.1,0.31622776601683794,71,50.0
0.1,0.31622776601683794,72,50.0
0.1,0.31622776601683794,73,50.0
0.1,0.31622776601683794,74,50.0
0.1,0.31622776601683794,75,50.0
0.1,0.31622776601683794,76,50.0
0.1,0.31622776601683794,77,50.0
0.1,0.31622776601683794,78,50.0
0.1,0.31622776601683794,79,50.0
0.1,0.31622776601683794,80,50.0
0.1,0.31622776601683794,81,50.0
0.1,0.31622776601683794,82,50.0
0.1,0.31622776601683794,83,50.0
0.1,0.31622776601683794,84,50.0
0.1,0.31622776601683794,85,16.838397913017758
0.1,0.31622776601683794,86,50.0
0.1,0.31622776601683794,87,50.0
0.1,0.31622776601683794,88,50.0
0.1,0.31622776601683794,89,50.0
0.1,0.31622776601683794,90,50.0
0.1,0.31622776601683794,91,50.0
0.1,0.31622776601683794,92,50.0
0.1,0.31622776601683794,93,50.0
0.1,0.31622776601683794,94,50.0
0.1,0.31622776601683794,95,50.0
0.1,0.31622776601683794,96,50.0
0.1,0.31622776601683794,97,50.0
0.1,0.31622776601683794,98,50.0
0.1,0.31622776601683794,99,50.0
0.1,1.0,0,50.0
0.1,1.0,1,50.0
0.1,1.0,2,50.0
0.1,1.0,3,50.0
0.1,1.0,4,50.0
0.1,1.0,5,50.0
0.1,1.0,6,50.0
0.1,1.0,7,50.0
0.1,1.0,8,50.0
0.1,1.0,9,50.0
0.1,1.0,10,50.0
0.1,1.0,11,50.0
0.1,1.0,12,50.0
0.1,1.0,13,50.0
0.1,1.0,14,50.0
0.1,1.0,15,50.0
0.1,1.0,16,50.0
0.1,1.0,17,50.0
0.1,1.0,18,50.0
0.1,1.0,19,50.0
0.1,1.0,20,50.0
0.1,1.0,21,50.0
0.1,1.0,22,50.0
0.1,1.0,23,50.0
0.1,1.0,24,50.0
0.1,1.0,25,50.0
0.1,1.0,26,50.0
0.1,1.0,27,50.0
0.1,1.0,28,50.0
0.1,1.0,29,50.0
0.1,1.0,30,50.0
0.1,1.0,31,50.0
0.1,1.0,32,50.0
0.1,1.0,33,50.0
0.1,1.0,34,50.0
0.1,1.0,35,50.0
0.1,1.0,36,50.0
0.1,1.0,37,50.0
0.1,1.0,38,50.0
0.1,1.0,39,50.0
0.1,1.0,40,50.0
0.1,1.0,41,50.0
0.1,1.0,42,50.0
0.1,1.0,43,50.0
0.1,1.0,44,50.0
0.1,1.0,45,50.0
0.1,1.0,46,50.0
0.1,1.0,47,50.0
0.1,1.0,48,50.0
0.1,1.0,49,50.0
0.1,1.0,50,50.0
0.1,1.0,51,50.0
0.1,1.0,52,50.0
0.1,1.0,53,50.0
0.1,1.0,54,50.0
0.1,1.0,55,50.0
0.1,1.0,56,50.0
0.1,1.0,57,50.0
0.1,1.0,58,50.0
0.1,1.0,59,50.0
0.1,1.0,60,50.0
0.1,1.0,61,50.0
0.1,1.0,62,50.0
0.1,1.0,63,50.0
0.1,1.0,64,50.0
0.1,1.0,65,50.0
0.1,1.0,66,50.0
0.1,1.0,67,50.0
0.1,1.0,68,50.0
0.1,1.0,69,50.0
0.1,1.0,70,50.0
0.1,1.0,71,50.0
0.1,1.0,72,50.0
0.1,1.0,73,50.0
0.1,1.0,74,50.0
0.1,1.0,75,50.0
0.1,1.0,76,50.0
0.1,1.0,77,50.0
0.1,1.0,78,50.0
0.1,1.0,79,50.0
0.1,1.0,80,50.0
0.1,1.0,81,50.0
0.1,1.0,82,50.0
0.1,1.0,83,50.0
0.1,1.0,84,50.0
0.1,1.0,85,50.0
0.1,1.0,86,50.0
0.1,1.0,87,50.0
0.1,1.0,88,50.0
0.1,1.0,89,50.0
0.1,1.0,90,50.0
0.1,1.0,91,50.0
0.1,1.0,92,50.0
0.1,1.0,93,50.0
0.1,1.0,94,50.0
0.1,1.0,95,50.0
0.1,1.0,96,50.0
0.1,1.0,97,50.0
0.1,1.0,98,50.0
0.1,1.0,99,50.0
0.31622776601683794,0.01,0,3.4545638281177613
0.31622776601683794,0.01,1,2.0035071339644865
0.31622776601683794,0.01,2,2.603599927339436
0.31622776601683794,0.01,3,1.9358250913822646
0.31622776601683794,0.01,4,2.5078744481576196
0.31622776601683794,0.01,5,2.3587874318427247
0.31622776601683794,0.01,6,2.6943407961788375
0.31622776601683794,0.01,7,2.078327180478633
0.31622776601683794,0.01,8,3.255407561563657
0.31622776601683794,0.01,9,1.1949585377677017
0.31622776601683794,0.01,10,2.1176740665705647
0.31622776601683794,0.01,11,1.6079530361831267
0.31622776601683794,0.01,12,1.2898553603396818
0.31622776601683794,0.01,13,3.6754835256313245
0.31622776601683794,0.01,14,1.1669323801351352
0.31622776601683794,0.01,15,5.9739541915324805
0.31622776601683794,0.01,16,1.7170018623128527
0.31622776601683794,0.01,17,2.773517408160337
0.31622776601683794,0.01,18,1.9000479866650335
0.31622776601683794,0.01,19,2.3028990575078048
0.31622776601683794,0.01,20,1.0171518733487643
0.31622776601683794,0.01,21,3.956923102813948
0.31622776601683794,0.01,22,1.3145238232355878
0.31622776601683794,0.01,23,1.680796778111783
0.31622776601683794,0.01,24,1.4383671826303785
0.31622776601683794,0.01,25,1.049536827465977
0.31622776601683794,0.01,26,3.137406688158976
0.31622776601683794,0.01,27,1.1772268881898618
0.31622776601683794,0.01,28,1.4378858041656148
0.31622776601683794,0.01,29,0.976414489625617
0.31622776601683794,0.01,30,2.6983211977075645
0.31622776601683794,0.01,31,1.3720263394844574
0.31622776601683794,0.01,32,2.579976426536239
0.31622776601683794,0.01,33,1.3172943334384115
0.31622776601683794,0.01,34,2.6364406485454044
0.31622776601683794,0.01,35,0.9417720783983947
0.31622776601683794,0.01,36,1.03825853300538
0.31622776601683794,0.01,37,1.2544123529944153
0.31622776601683794,0.01,38,1.7371442385543236
0.31622776601683794,0.01,39,1.4570496531918296
0.31622776601683794,0.01,40,2.0046321627810135
0.31622776601683794,0.01,41,2.0424417506292682
0.31622776601683794,0.01,42,2.225792135663112
0.31622776601683794,0.01,43,0.979638680623717
0.31622776601683794,0.01,44,1.0965096803851027
0.31622776601683794,0.01,45,1.2666537674575051
0.31622776601683794,0.01,46,1.6168469515179176
0.31622776601683794,0.01,47,2.7383130268752662
0.31622776601683794,0.01,48,1.4996162114448492
0.31622776601683794,0.01,49,1.4990985024907233
0.31622776601683794,0.01,50,1.0948338213460391
0.31622776601683794,0.01,51,2.0875620838417617
0.31622776601683794,0.01,52,1.5453920827587204
0.31622776601683794,0.01,53,2.042166518071643
0.31622776601683794,0.01,54,1.0029826035798792
0.31622776601683794,0.01,55,1.952798526422421
0.31622776601683794,0.01,56,3.084320905849562
0.31622776601683794,0.01,57,0.9978451965143551
0.31622776601683794,0.01,58,0.8433171557147157
0.31622776601683794,0.01,59,1.386257458197281
0.31622776601683794,0.01,60,1.587963282897463
0.31622776601683794,0.01,61,1.187469610785187
0.31622776601683794,0.01,62,1.006287002196785
0.31622776601683794,0.01,63,1.2097160294884879
0.31622776601683794,0.01,64,1.07967159527228
0.31622776601683794,0.01,65,1.6665057349247725
0.31622776601683794,0.01,66,1.4220766364570874
0.31622776601683794,0.01,67,3.0260479058585257
0.31622776601683794,0.01,68,1.2634252403812989
0.31622776601683794,0.01,69,2.8317217007673596
0.31622776601683794,0.01,70,1.9554389260410114
0.31622776601683794,0.01,71,1.6136012042608534
0.31622776601683794,0.01,72,1.8780550955991617
0.31622776601683794,0.01,73,0.9853464354172587
0.31622776601683794,0.01,74,1.052792801637657
0.31622776601683794,0.01,75,2.4026090309304142
0.31622776601683794,0.01,76,1.0286786967324502
0.31622776601683794,0.01,77,0.8426270531469398
0.31622776601683794,0.01,78,10.125664368916183
0.31622776601683794,0.01,79,1.2632074978417527
0.31622776601683794,0.01,80,2.6758271423401983
0.31622776601683794,0.01,81,1.700323846693223
0.31622776601683794,0.01,82,1.6471970167376724
0.31622776601683794,0.01,83,1.1020338763780007
0.31622776601683794,0.01,84,1.8525903564535184
0.31622776601683794,0.01,85,1.6247146249248174
0.31622776601683794,0.01,86,1.1334820864360122
0.31622776601683794,0.01,87,1.8793602901828717
0.31622776601683794,0.01,88,1.2724022807152717
0.31622776601683794,0.01,89,1.1266272028484774
0.31622776601683794,0.01,90,4.214822590810879
0.31622776601683794,0.01,91,1.502402681327394
0.31622776601683794,0.01,92,1.671491030128352
0.31622776601683794,0.01,93,4.782914812068919
0.31622776601683794,0.01,94,1.0119492447297294
0.31622776601683794,0.01,95,1.5042662282372838
0.31622776601683794,0.01,96,1.4269139040005943
0.31622776601683794,0.01,97,6.7587802573233855
0.31622776601683794,0.01,98,1.2489637363374604
0.31622776601683794,0.01,99,1.5379266631608859
0.31622776601683794,0.03162277660168379,0,1.1796630736379654
0.31622776601683794,0.03162277660168379,1,2.548209759938824
0.31622776601683794,0.03162277660168379,2,2.7627725691002065
0.31622776601683794,0.03162277660168379,3,0.9412167675830125
0.31622776601683794,0.03162277660168379,4,2.964334366217757
0.31622776601683794,0.03162277660168379,5,1.357154138565825
0.31622776601683794,0.03162277660168379,6,2.706182256945069
0.31622776601683794,0.03162277660168379,7,1.130160495411344
0.31622776601683794,0.03162277660168379,8,1.6963715173526137
0.31622776601683794,0.03162277660168379,9,1.134204738588813
0.31622776601683794,0.03162277660168379,10,1.457376787692401
0.31622776601683794,0.03162277660168379,11,2.0995361610416543
0.31622776601683794,0.03162277660168379,12,1.1986272015279482
0.31622776601683794,0.03162277660168379,13,0.9354818658429596
0.31622776601683794,0.03162277660168379,14,1.2206047273035867
0.31622776601683794,0.03162277660168379,15,2.294319055001521
0.31622776601683794,0.03162277660168379,16,1.3143459134623443
0.31622776601683794,0.03162277660168379,17,2.3421316235581844
0.31622776601683794,0.03162277660168379,18,1.4159500515391625
0.31622776601683794,0.03162277660168379,19,1.1080673527773366
0.31622776601683794,0.03162277660168379,20,2.5398421019121766
0.31622776601683794,0.03162277660168379,21,1.1570006811984948
0.31622776601683794,0.03162277660168379,22,0.7470582749247501
0.31622776601683794,0.03162277660168379,23,1.1835695037807146
0.31622776601683794,0.03162277660168379,24,1.0024437979135516
0.31622776601683794,0.03162277660168379,25,1.8116441376802555
0.31622776601683794,0.03162277660168379,26,1.5307236827109378
0.31622776601683794,0.03162277660168379,27,2.0042125485053592
0.31622776601683794,0.03162277660168379,28,2.209576875509401
0.31622776601683794,0.03162277660168379,29,2.7701082766302196
0.31622776601683794,0.03162277660168379,30,2.828777709844014
0.31622776601683794,0.03162277660168379,31,2.4867090039270856
0.31622776601683794,0.03162277660168379,32,3.128134845056889
0.31622776601683794,0.03162277660168379,33,1.702142321121447
0.31622776601683794,0.03162277660168379,34,1.3507011318925435
0.31622776601683794,0.03162277660168379,35,1.4527291666210103
0.31622776601683794,0.03162277660168379,36,1.5051668239810212
0.31622776601683794,0.03162277660168379,37,1.1711404901276308
0.31622776601683794,0.03162277660168379,38,1.642768367355506
0.31622776601683794,0.03162277660168379,39,1.3891122838720857
0.31622776601683794,0.03162277660168379,40,1.2868244308220251
0.31622776601683794,0.03162277660168379,41,1.4574389506173961
0.31622776601683794,0.03162277660168379,42,0.935493146349485
0.31622776601683794,0.03162277660168379,43,2.8747565268280986
0.31622776601683794,0.03162277660168379,44,1.7152866261884476
0.31622776601683794,0.03162277660168379,45,1.4216695083306403
0.31622776601683794,0.03162277660168379,46,1.8153533235918118
0.31622776601683794,0.03162277660168379,47,1.794221487766888
0.31622776601683794,0.03162277660168379,48,1.4399887997175276
0.31622776601683794,0.03162277660168379,49,1.3499780367256384
0.31622776601683794,0.03162277660168379,50,1.460381665973701
0.31622776601683794,0.03162277660168379,51,2.172543436807451
0.31622776601683794,0.03162277660168379,52,1.5583471296172648
0.31622776601683794,0.03162277660168379,53,2.0328919558096574
0.31622776601683794,0.03162277660168379,54,2.641749278166928
0.31622776601683794,0.03162277660168379,55,2.0280628956881634
0.31622776601683794,0.03162277660168379,56,2.0983701403169475
0.31622776601683794,0.03162277660168379,57,1.0863536488547334
0.31622776601683794,0.03162277660168379,58,1.239464483913478
0.31622776601683794,0.03162277660168379,59,1.3319584229656678
0.31622776601683794,0.03162277660168379,60,1.3483374582862688
0.31622776601683794,0.03162277660168379,61,1.8939258333816027
0.31622776601683794,0.03162277660168379,62,1.015205666209449
0.31622776601683794,0.03162277660168379,63,1.05458309804904
0.31622776601683794,0.03162277660168379,64,3.2777092397696075
0.31622776601683794,0.03162277660168379,65,1.3914541243552656
0.31622776601683794,0.03162277660168379,66,1.4027928626849988
0.31622776601683794,0.03162277660168379,67,2.0030243234804512
0.31622776601683794,0.03162277660168379,68,1.8933423899939803
0.31622776601683794,0.03162277660168379,69,1.4150720912563164
0.31622776601683794,0.03162277660168379,70,2.009286696430979
0.31622776601683794,0.03162277660168379,71,1.6614922304315243
0.31622776601683794,0.03162277660168379,72,1.0078592741760721
0.31622776601683794,0.03162277660168379,73,2.0125841470611583
0.31622776601683794,0.03162277660168379,74,1.4174898121343251
0.31622776601683794,0.03162277660168379,75,1.6533636726660084
0.31622776601683794,0.03162277660168379,76,2.6043469941821593
0.31622776601683794,0.03162277660168379,77,1.2313722108448024
0.31622776601683794,0.03162277660168379,78,1.07906784539364
0.31622776601683794,0.03162277660168379,79,1.840963508315027
0.31622776601683794,0.03162277660168379,80,0.975776489829407
0.31622776601683794,0.03162277660168379,81,1.4225732154685176
0.31622776601683794,0.03162277660168379,82,2.542456148249532
0.31622776601683794,0.03162277660168379,83,2.027954663382449
0.31622776601683794,0.03162277660168379,84,1.74346011450152
0.31622776601683794,0.03162277660168379,85,0.8515112251518336
0.31622776601683794,0.03162277660168379,86,1.589084658270175
0.31622776601683794,0.03162277660168379,87,1.5961410336904138
0.31622776601683794,0.03162277660168379,88,1.852603361168004
0.31622776601683794,0.03162277660168379,89,2.3699541177113765
0.31622776601683794,0.03162277660168379,90,1.2454257952389682
0.31622776601683794,0.03162277660168379,91,1.4355910434844734
0.31622776601683794,0.03162277660168379,92,1.6948017012806431
0.31622776601683794,0.03162277660168379,93,0.9199249805225936
0.31622776601683794,0.03162277660168379,94,0.9874197254979681
0.31622776601683794,0.03162277660168379,95,1.7911280282804651
0.31622776601683794,0.03162277660168379,96,1.3867951441725213
0.31622776601683794,0.03162277660168379,97,1.0474555338960483
0.31622776601683794,0.03162277660168379,98,0.9606549845875807
0.31622776601683794,0.03162277660168379,99,1.5123934857437165
0.31622776601683794,0.1,0,3.2513009505996626
0.31622776601683794,0.1,1,5.664088466107957
0.31622776601683794,0.1,2,4.048467013006039
0.31622776601683794,0.1,3,13.61667676816107
0.31622776601683794,0.1,4,1.6574747075443361
0.31622776601683794,0.1,5,1.3999723377915019
0.31622776601683794,0.1,6,4.786157993347182
0.31622776601683794,0.1,7,8.423487046597298
0.31622776601683794,0.1,8,2.2184834254581434
0.31622776601683794,0.1,9,4.579612589401902
0.31622776601683794,0.1,10,2.6923623053970096
0.31622776601683794,0.1,11,6.063347599879195
0.31622776601683794,0.1,12,3.1273113085355133
0.31622776601683794,0.1,13,1.4744248895291237
0.31622776601683794,0.1,14,1.76014310056384
0.31622776601683794,0.1,15,6.317328359981988
0.31622776601683794,0.1,16,4.946647706787711
0.31622776601683794,0.1,17,4.091633008969031
0.31622776601683794,0.1,18,1.3550277334077712
0.31622776601683794,0.1,19,4.163233705075892
0.31622776601683794,0.1,20,4.151303435021562
0.31622776601683794,0.1,21,9.037994652472436
0.31622776601683794,0.1,22,1.9540437764877852
0.31622776601683794,0.1,23,1.5462630797013206
0.31622776601683794,0.1,24,6.318523887342312
0.31622776601683794,0.1,25,2.734632493003383
0.31622776601683794,0.1,26,1.894123497274624
0.31622776601683794,0.1,27,3.8468844525046437
0.31622776601683794,0.1,28,1.6216320404014093
0.31622776601683794,0.1,29,4.7952628608919206
0.31622776601683794,0.1,30,5.940281510897685
0.31622776601683794,0.1,31,8.50201249110752
0.31622776601683794,0.1,32,3.4800504723598378
0.31622776601683794,0.1,33,5.3201073737534195
0.31622776601683794,0.1,34,7.573093306686489
0.31622776601683794,0.1,35,7.0067211414476285
0.31622776601683794,0.1,36,6.264055464955983
0.31622776601683794,0.1,37,1.1798922265143874
0.31622776601683794,0.1,38,4.4258228724449395
0.31622776601683794,0.1,39,1.6679963737587047
0.31622776601683794,0.1,40,3.89503262475641
0.31622776601683794,0.1,41,5.3174357587559715
0.31622776601683794,0.1,42,2.255324736385477
0.31622776601683794,0.1,43,1.3092132785018018
0.31622776601683794,0.1,44,5.74375175704157
0.31622776601683794,0.1,45,2.305276820183819
0.31622776601683794,0.1,46,5.086625250291564
0.31622776601683794,0.1,47,1.1068376355139982
0.31622776601683794,0.1,48,4.314699637919018
0.31622776601683794,0.1,49,2.748525781032573
0.31622776601683794,0.1,50,2.018333856630491
0.31622776601683794,0.1,51,3.5711904964566292
0.31622776601683794,0.1,52,1.462676218378883
0.31622776601683794,0.1,53,2.1696942522903724
0.31622776601683794,0.1,54,3.293944365961108
0.31622776601683794,0.1,55,1.795354675785804
0.31622776601683794,0.1,56,11.81419647048074
0.31622776601683794,0.1,57,5.394791354753212
0.31622776601683794,0.1,58,7.487967350956931
0.31622776601683794,0.1,59,6.619374430983049
0.31622776601683794,0.1,60,4.5125285047077295
0.31622776601683794,0.1,61,1.4746190531253265
0.31622776601683794,0.1,62,2.2972782202716817
0.31622776601683794,0.1,63,5.862838599306234
0.31622776601683794,0.1,64,1.6883884867839298
0.31622776601683794,0.1,65,3.860209404705734
0.31622776601683794,0.1,66,2.383648577507658
0.31622776601683794,0.1,67,0.9688888284505026
0.31622776601683794,0.1,68,2.5980451492614374
0.31622776601683794,0.1,69,9.389892882475362
0.31622776601683794,0.1,70,3.995891024866388
0.31622776601683794,0.1,71,3.009785945777704
0.31622776601683794,0.1,72,4.24117824929231
0.31622776601683794,0.1,73,1.9589030372549765
0.31622776601683794,0.1,74,3.8537808989536746
0.31622776601683794,0.1,75,1.5799118029284966
0.31622776601683794,0.1,76,1.046255610056924
0.31622776601683794,0.1,77,2.691356918462637
0.31622776601683794,0.1,78,3.834544627691566
0.31622776601683794,0.1,79,4.334244611305367
0.31622776601683794,0.1,80,3.1748900660675248
0.31622776601683794,0.1,81,4.316908397101926
0.31622776601683794,0.1,82,6.1205503667466195
0.31622776601683794,0.1,83,5.740856043468964
0.31622776601683794,0.1,84,1.0874930749245861
0.31622776601683794,0.1,85,5.8288458219454204
0.31622776601683794,0.1,86,14.791391047951555
0.31622776601683794,0.1,87,7.355027171796958
0.31622776601683794,0.1,88,2.0283208671916313
0.31622776601683794,0.1,89,2.315148021227235
0.31622776601683794,0.1,90,4.79221764662244
0.31622776601683794,0.1,91,3.6147980413997547
0.31622776601683794,0.1,92,2.593439975989508
0.31622776601683794,0.1,93,1.6270021246262263
0.31622776601683794,0.1,94,2.3705544516606314
0.31622776601683794,0.1,95,1.2094503654634987
0.31622776601683794,0.1,96,13.786469590354208
0.31622776601683794,0.1,97,4.55924285439297
0.31622776601683794,0.1,98,2.210242117657234
0.31622776601683794,0.1,99,2.8512528295816884
0.31622776601683794,0.31622776601683794,0,50.0
0.31622776601683794,0.31622776601683794,1,50.0
0.31622776601683794,0.31622776601683794,2,50.0
0.31622776601683794,0.31622776601683794,3,50.0
0.31622776601683794,0.31622776601683794,4,50.0
0.31622776601683794,0.31622776601683794,5,50.0
0.31622776601683794,0.31622776601683794,6,50.0
0.31622776601683794,0.31622776601683794,7,50.0
0.31622776601683794,0.31622776601683794,8,50.0
0.31622776601683794,0.31622776601683794,9,50.0
0.31622776601683794,0.31622776601683794,10,50.0
0.31622776601683794,0.31622776601683794,11,50.0
0.31622776601683794,0.31622776601683794,12,50.0
0.31622776601683794,0.31622776601683794,13,50.0
0.31622776601683794,0.31622776601683794,14,50.0
0.31622776601683794,0.31622776601683794,15,50.0
0.31622776601683794,0.31622776601683794,16,50.0
0.31622776601683794,0.31622776601683794,17,50.0
0.31622776601683794,0.31622776601683794,18,50.0
0.31622776601683794,0.31622776601683794,19,50.0
0.31622776601683794,0.31622776601683794,20,50.0
0.31622776601683794,0.31622776601683794,21,50.0
0.31622776601683794,0.31622776601683794,22,50.0
0.31622776601683794,0.31622776601683794,23,50.0
0.31622776601683794,0.31622776601683794,24,50.0
0.31622776601683794,0.31622776601683794,25,50.0
0.31622776601683794,0.31622776601683794,26,50.0
0.31622776601683794,0.31622776601683794,27,50.0
0.31622776601683794,0.31622776601683794,28,50.0
0.31622776601683794,0.31622776601683794,29,50.0
0.31622776601683794,0.31622776601683794,30,50.0
0.31622776601683794,0.31622776601683794,31,50.0
0.31622776601683794,0.31622776601683794,32,50.0
0.31622776601683794,0.31622776601683794,33,50.0
0.31622776601683794,0.31622776601683794,34,50.0
0.31622776601683794,0.31622776601683794,35,50.0
0.31622776601683794,0.31622776601683794,36,50.0
0.31622776601683794,0.31622776601683794,37,50.0
0.31622776601683794,0.31622776601683794,38,50.0
0.31622776601683794,0.31622776601683794,39,50.0
0.31622776601683794,0.31622776601683794,40,50.0
0.31622776601683794,0.31622776601683794,41,50.0
0.31622776601683794,0.31622776601683794,42,50.0
0.31622776601683794,0.31622776601683794,43,50.0
0.31622776601683794,0.31622776601683794,44,50.0
0.31622776601683794,0.31622776601683794,45,50.0
0.31622776601683794,0.31622776601683794,46,50.0
0.31622776601683794,0.31622776601683794,47,50.0
0.31622776601683794,0.31622776601683794,48,50.0
0.31622776601683794,0.31622776601683794,49,50.0
0.31622776601683794,0.31622776601683794,50,50.0
0.31622776601683794,0.31622776601683794,51,50.0
0.31622776601683794,0.31622776601683794,52,50.0
0.31622776601683794,0.31622776601683794,53,50.0
0.31622776601683794,0.31622776601683794,54,50.0
0.31622776601683794,0.31622776601683794,55,50.0
0.31622776601683794,0.31622776601683794,56,50.0
0.31622776601683794,0.31622776601683794,57,50.0
0.31622776601683794,0.31622776601683794,58,50.0
0.31622776601683794,0.31622776601683794,59,50.0
0.31622776601683794,0.31622776601683794,60,50.0
0.31622776601683794,0.31622776601683794,61,50.0
0.31622776601683794,0.31622776601683794,62,50.0
0.31622776601683794,0.31622776601683794,63,50.0
0.31622776601683794,0.31622776601683794,64,50.0
0.31622776601683794,0.31622776601683794,65,50.0
0.31622776601683794,0.31622776601683794,66,50.0
0.31622776601683794,0.31622776601683794,67,50.0
0.31622776601683794,0.31622776601683794,68,50.0
0.31622776601683794,0.31622776601683794,69,50.0
0.31622776601683794,0.31622776601683794,70,50.0
0.31622776601683794,0.31622776601683794,71,50.0
0.31622776601683794,0.31622776601683794,72,50.0
0.31622776601683794,0.31622776601683794,73,50.0
0.31622776601683794,0.31622776601683794,74,19.990924642183042
0.31622776601683794,0.31622776601683794,75,50.0
0.31622776601683794,0.31622776601683794,76,50.0
0.31622776601683794,0.31622776601683794,77,50.0
0.31622776601683794,0.31622776601683794,78,50.0
0.31622776601683794,0.31622776601683794,79,50.0
0.31622776601683794,0.31622776601683794,80,50.0
0.31622776601683794,0.31622776601683794,81,50.0
0.31622776601683794,0.31622776601683794,82,50.0
0.31622776601683794,0.31622776601683794,83,50.0
0.31622776601683794,0.31622776601683794,84,50.0
0.31622776601683794,0.31622776601683794,85,50.0
0.31622776601683794,0.31622776601683794,86,50.0
0.31622776601683794,0.31622776601683794,87,50.0
0.31622776601683794,0.31622776601683794,88,50.0
0.31622776601683794,0.31622776601683794,89,50.0
0.31622776601683794,0.31622776601683794,90,50.0
0.31622776601683794,0.31622776601683794,91,50.0
0.31622776601683794,0.31622776601683794,92,50.0
0.31622776601683794,0.31622776601683794,93,50.0
0.31622776601683794,0.31622776601683794,94,50.0
0.31622776601683794,0.31622776601683794,95,50.0
0.31622776601683794,0.31622776601683794,96,50.0
0.31622776601683794,0.31622776601683794,97,50.0
0.31622776601683794,0.31622776601683794,98,50.0
0.31622776601683794,0.31622776601683794,99,50.0
0.31622776601683794,1.0,0,50.0
0.31622776601683794,1.0,1,50.0
0.31622776601683794,1.0,2,50.0
0.31622776601683794,1.0,3,50.0
0.31622776601683794,1.0,4,50.0
0.31622776601683794,1.0,5,50.0
0.31622776601683794,1.0,6,50.0
0.31622776601683794,1.0,7,50.0
0.31622776601683794,1.0,8,50.0
0.31622776601683794,1.0,9,50.0
0.31622776601683794,1.0,10,50.0
0.31622776601683794,1.0,11,50.0
0.31622776601683794,1.0,12,50.0
0.31622776601683794,1.0,13,50.0
0.31622776601683794,1.0,14,50.0
0.31622776601683794,1.0,15,50.0
0.31622776601683794,1.0,16,50.0
0.31622776601683794,1.0,17,50.0
0.31622776601683794,1.0,18,50.0
0.31622776601683794,1.0,19,50.0
0.31622776601683794,1.0,20,50.0
0.31622776601683794,1.0,21,50.0
0.31622776601683794,1.0,22,50.0
0.31622776601683794,1.0,23,50.0
0.31622776601683794,1.0,24,50.0
0.31622776601683794,1.0,25,50.0
0.31622776601683794,1.0,26,50.0
0.31622776601683794,1.0,27,50.0
0.31622776601683794,1.0,28,50.0
0.31622776601683794,1.0,29,50.0
0.31622776601683794,1.0,30,50.0
0.31622776601683794,1.0,31,50.0
0.31622776601683794,1.0,32,50.0
0.31622776601683794,1.0,33,50.0
0.31622776601683794,1.0,34,50.0
0.31622776601683794,1.0,35,50.0
0.31622776601683794,1.0,36,50.0
0.31622776601683794,1.0,37,50.0
0.31622776601683794,1.0,38,50.0
0.31622776601683794,1.0,39,50.0
0.31622776601683794,1.0,40,50.0
0.31622776601683794,1.0,41,50.0
0.31622776601683794,1.0,42,50.0
0.31622776601683794,1.0,43,50.0
0.31622776601683794,1.0,44,50.0
0.31622776601683794,1.0,45,50.0
0.31622776601683794,1.0,46,50.0
0.31622776601683794,1.0,47,50.0
0.31622776601683794,1.0,48,50.0
0.31622776601683794,1.0,49,50.0
0.31622776601683794,1.0,50,50.0
0.31622776601683794,1.0,51,50.0
0.31622776601683794,1.0,52,50.0
0.31622776601683794,1.0,53,50.0
0.31622776601683794,1.0,54,50.0
0.31622776601683794,1.0,55,50.0
0.31622776601683794,1.0,56,50.0
0.31622776601683794,1.0,57,50.0
0.31622776601683794,1.0,58,50.0
0.31622776601683794,1.0,59,50.0
0.31622776601683794,1.0,60,50.0
0.31622776601683794,1.0,61,50.0
0.31622776601683794,1.0,62,50.0
0.31622776601683794,1.0,63,50.0
0.31622776601683794,1.0,64,50.0
0.31622776601683794,1.0,65,50.0
